,Unnamed: 0,user,location,text,tweets
588,588,ItsjustYonathan,,"If you say all girls are the Same STFU 😀 

#Juicewrld #depression",if you say all girl are the same stfu  juicewrld depression
589,589,velayudham_s,Chennai,"The match stick first burns itself before burning other things.

Anger is also like a match stick, it destroys us f… https://t.co/dCRFtYGGVt",the match stick first burn itself before burning other thing  anger is also like a match stick  it destroys u f  
590,590,NAMINYCMetro,"New York, NY",An important reminder to try to focus your energy on what you can control #mentalhealth #MentalHealthMatters https://t.co/XBVVhf6liE,an important reminder to try to focus your energy on what you can control mentalhealth mentalhealthmatters 
591,591,HelenMaryPike,"A chaise longue, Belvoir Vale","@gildy61 Dolly was very good! I've been a big ball of #anxiety all day, but better since early evening. I sacked of… https://t.co/5UcLwiZdj3",dolly wa very good  ive been a big ball of anxiety all day  but better since early evening  i sacked of  
592,592,Imheret45140132,,this is how to show a loved one you care: Did something happen to make you start feeling this way? #mentalhealth #depression,this is how to show a loved one you care  did something happen to make you start feeling this way  mentalhealth depression
593,593,DrWJackson08,,See you tomorrow morning on Facebook live. Tell me what's on your mind via dm and we can talk through it. Pajamas w… https://t.co/lbz5I7M9ke,see you tomorrow morning on facebook live  tell me whats on your mind via dm and we can talk through it  pajamas w  
594,594,AAC_Tweet,Nationwide,Stigmas around #addiction and #mentalhealth pose a major risk to those struggling with the disease. We're so proud… https://t.co/PAABwsLTqS,stigmas around addiction and mentalhealth pose a major risk to those struggling with the disease  were so proud  
595,595,SkypeTherapist,"Boulder CO, USA",Online therapy for anxiety and panic attacks. Get the help you need to overcome anxiety &amp; panic attacks through min… https://t.co/XBLKkm7ACJ,online therapy for anxiety and panic attack  get the help you need to overcome anxiety  panic attack through min  
596,596,talkcommunity1,talkcommunity@outlook.com,Talk Christmas eve drop in - available noon - 6pm. Open to all. This time on MS Teams. DM for meeting details. Open… https://t.co/IX6w1xQMd5,talk christmas eve drop in  available noon  6pm  open to all  this time on ms teams  dm for meeting detail  open  
597,597,Prickly10958499,,"""Fuck You, 2020!"" Check out this video. And please give a little to the Mental Health Coalition (@mentalhealthcln)… https://t.co/7Jhk2ajqNn", fuck you  2020   check out this video  and please give a little to the mental health coalition    
598,598,JiyaPalmisano,"Simi Valley, California","Got my normal holiday blues as of ten minutes ago. Time for trying to ignore it. So far, so good 👍 
#depression #HolidaySeason #holidays2020",got my normal holiday blue a of ten minute ago  time for trying to ignore it  so far  so good  depression holidayseason holidays2020
599,599,be_mightier,"Boston, MA","What are your kiddo's superpowers?

#BeMightier #Mightier #BigFeelings #KeepCool #Anxiety https://t.co/RyUVWvJM9Z",what are your kiddos superpower  bemightier mightier bigfeelings keepcool anxiety 
600,600,rblaszmackles,"Lawrenceville, NJ","@JoeBiden Please, please, please address the edtpa. Forcing that upon new teachers is insane, but during a pandemic… https://t.co/b5RTijKETY",please  please  please address the edtpa  forcing that upon new teacher is insane  but during a pandemic  
601,601,IainAlecks,,"@LastWordOnSpurs @MirrorFootball Hope he is ok, and got friends and family to turn to. #mentalhealth",hope he is ok  and got friend and family to turn to  mentalhealth
602,602,byLilyV,"Bradford, Yorkshire","#Counselling Practitioner #Certificate (Beginner to Advanced)
Learn the theory and practice of Person-Centred Couns… https://t.co/M4ihGtYUm1",counselling practitioner certificate  beginner to advanced  learn the theory and practice of personcentred couns  
603,603,beach_tx,,"An emotional awakening is about letting go of patterns, beliefs, and emotions that keep us reliving the same feelin… https://t.co/7mUQpaLowq",an emotional awakening is about letting go of pattern  belief  and emotion that keep u reliving the same feelin  
604,604,paulwalters1989,"Ottawa, Canada",Dealing with hypersexuality and sex addiction https://t.co/nvHnrH29pQ #mentalhealth #mentalillness #addiction,dealing with hypersexuality and sex addiction  mentalhealth mentalillness addiction
605,605,VoiceAmHealth,"Phoenix, AZ",Tune in today for out newest episode of Recovery Lifestyles with host J.W. https://t.co/mK2AAFNA31 #recovery #mentalhealth #soberiety,tune in today for out newest episode of recovery lifestyles with host j  w   recovery mentalhealth soberiety
606,606,SpokespersonMoD,New Delhi,"Measures for #MentalHealth institutions 
➡️Provide adequate medical supplies to the patients
➡️Educate the patients… https://t.co/kuHWnRjWnp",measures for mentalhealth institution   provide adequate medical supply to the patient   educate the patient  
607,607,AMAEdHub,"Chicago, IL","30 million jobs lost due to a deadly #pandemic. Click to see how #COVID19 has impacted #unemployment, #healthcare a… https://t.co/PqLIaYK0cl",30 million job lost due to a deadly pandemic  click to see how covid19 ha impacted unemployment  healthcare a  
608,608,danadirks48,"Prince Albert, Saskatchewan","Keep that puck down low, they can’t handle us below the circles!!! For first game in a long long long time I have w… https://t.co/shiwM1RE4j",keep that puck down low  they can  t handle u below the circle    for first game in a long long long time i have w  
609,609,JoPavlopoulou,London,First announcement of our Interdisciplinary #Autism Research Festival #IARF #mentalhealth #arts #creative… https://t.co/3ddwE8s6gR,first announcement of our interdisciplinary autism research festival iarf mentalhealth arts creative  
610,610,eddyricejr,Los Angeles,"Give something positive &amp; you'll get it back in happiness or tacos.

#WritingCommunity #writerslife #quoteoftheday… https://t.co/1pr1H6KwFR",give something positive  youll get it back in happiness or taco  writingcommunity writerslife quoteoftheday  
611,611,phillipsgrad,"Chatsworth, CA USA",Strong social support decreases mental health problems in young adults. https://t.co/nTGaeuXQrr #mentalhealth https://t.co/cLiWepFb0v,strong social support decrease mental health problem in young adult   mentalhealth 
612,612,kouk_nadene,"Lake of the Woods, Ontario",@Mentalhealthjo5 That is great news! So glad to hear you have a supportive family. I hope you enjoy your Christmas.… https://t.co/JbRKKin1g6,that is great news  so glad to hear you have a supportive family  i hope you enjoy your christmas   
613,613,PoetOrganic,,"What a year! Merry Christmas one and all and THANK YOU to those who have followed us, joined… https://t.co/n6mgIq7d2E",what a year  merry christmas one and all and thank you to those who have followed u  joined  
614,614,thesteviewilson,"Glasgow, Scotland",One of the 1st things I got when I started getting help... #MentalHealthMatters #mentalhealth https://t.co/apzUdJj8YI,one of the 1st thing i got when i started getting help  mentalhealthmatters mentalhealth 
615,615,LeeBanga757,"Newport News, VA",How many #LIKEs does it take to make you feel needed #AskTwitter #woman  #mentalhealth questions?,how many likes doe it take to make you feel needed asktwitter woman mentalhealth question 
616,616,iPracticalMagic,,Crystal Singing Bowl ~ Sound Bath ~ Quick Anxiety Reduction For The Holi... https://t.co/9qrHl9BSQw via @YouTube… https://t.co/g5JgnwBJlJ,crystal singing bowl  sound bath  quick anxiety reduction for the holi   via  
617,617,OxfordTreatment,"Mississippi, USA",Oxford Community Relations Coordinator John Keyes recently sat down with students in the @OxfordSD RISE program to… https://t.co/vwmoB7fYwp,oxford community relations coordinator john keyes recently sat down with student in the rise program to  
618,618,akinhwan,"Washington, DC","""Our age of #anxiety is the #result of trying to do today's #jobs with yesterday's #tools"" Marshall McLuhan", our age of anxiety is the result of trying to do todays jobs with yesterdays tools  marshall mcluhan
619,619,thatsaloud,"Seattle, WA","Listen: https://t.co/cXJdv5hs2h
Watch: https://t.co/3ndXK68Vgl
#MelissaMosher #SavvyNinja #SupportSavvy… https://t.co/iEwmpQ2UHq",listen   watch   melissamosher savvyninja supportsavvy  
620,620,AlliantQuality,"Atlanta, GA",In search of ways to avoid depression and anxiety during the holidays &amp; the #COVID19 pandemic? You’re not alone. Ch… https://t.co/0F3u1gxLZZ,in search of way to avoid depression and anxiety during the holiday  the covid19 pandemic  you  re not alone  ch  
621,621,WellWeds,Worldwide #WWTrain,@jonsv3 @jenniferbeals @dgohar @MentalHealthAm @Lillianna277 @petzi2404 @Leslie_2348 @bern1508 @aball412 @shaggy56… https://t.co/KQaZws8fcu, 
622,622,ZestyThings,"New York, USA","When your parents or loved ones begin showing signs of mental health decline, it's better to act sooner rather than… https://t.co/zwULJ9i8tc",when your parent or loved one begin showing sign of mental health decline  its better to act sooner rather than  
623,623,eddyricejr,Los Angeles,"Things will get better....it always does. Sometimes it just takes longer.

#WritingCommunity #writerslife… https://t.co/G5DnXaPpGn",things will get better  it always doe  sometimes it just take longer  writingcommunity writerslife  
624,624,RCC_bc,British Columbia,"The holidays can be hard—especially this year. If you need #mentalhealth and/or #substanceabuse support, reach out… https://t.co/Gd7Yk3kNtr",the holiday can be hard  especially this year  if you need mentalhealth and  or substanceabuse support  reach out  
625,625,AllanRogers10,"Toronto, Canada",Understanding signs of psychotic and bipolar disorders https://t.co/t1J9futpwY #bipolar #BPD #mentalhealth,understanding sign of psychotic and bipolar disorder  bipolar bpd mentalhealth
626,626,OT_Expert,💫 Everywhere,"⭐Mental Health blogs, websites, podcast recommendations⭐

Let @santerhill know of any, for a new member of staff in… https://t.co/gr5KMgwEzU", mental health blog  website  podcast recommendation  let know of any  for a new member of staff in  
627,627,GraceMedHealth,"Wichita, KS",The holidays are here. It's not unusual for people to feel some stress this time of year – even without a pandemic.… https://t.co/BG1K0KAgW9,the holiday are here  its not unusual for people to feel some stress this time of year  even without a pandemic   
628,628,Bipolaretaeus78,Wiltshire,Another example of a person harmed seemingly sucked into the idea that there is a balance to be struck that is so p… https://t.co/tu3mCXOHJl,another example of a person harmed seemingly sucked into the idea that there is a balance to be struck that is so p  
629,629,CSAC_Counties,Sacramento,"Feeling anxious? Need to calm down?

Studies show that petting an animal, like a dog or a cat can help reduce blood… https://t.co/7mjbKrNzfm",feeling anxious  need to calm down  studies show that petting an animal  like a dog or a cat can help reduce blood  
630,630,SkypeTherapist,"Boulder CO, USA",Get help for #anxiety and panic attacks from an online psychotherapist by Skype. See: https://t.co/yKQjdhqyCP … https://t.co/qzu2pZtyTF,get help for anxiety and panic attack from an online psychotherapist by skype  see    
